track_id	dataset	gt_bpm	det_bpm	label	sub_bass_ratio	spectral_flatness	attack_rise_time	mfcc_variance	contrast_variance
1030011.LOFI	GS	126.0	126.04	0	0.448529	0.021266	8.0000	534.5004	12.6889
1068430.LOFI	GS	170.0	175.07	0	0.397715	0.047124	8.0000	323.1411	11.8145
1084996.LOFI	GS	140.0	140.1	0	0.606254	0.027496	8.0000	659.6257	15.1637
1092771.LOFI	GS	136.0	108.73	-1	0.853884	0.007828	8.0000	324.6001	14.8812
1114156.LOFI	GS	86.0	173.01	1	0.407690	0.000478	8.0000	756.7480	25.0067
1118326.LOFI	GS	171.419	171.43	0	0.445559	0.040208	8.0000	454.9588	15.0672
1120171.LOFI	GS	174.0	174.49	0	0.558703	0.024309	8.0000	523.6902	16.1498
1171800.LOFI	GS	140.0	140.09	0	0.506251	0.020094	8.0000	859.1627	17.1349
1174239.LOFI	GS	172.0	173.65	0	0.277771	0.088581	8.0000	274.5638	12.1346
1177875.LOFI	GS	148.0	147.63	0	0.247044	0.064269	8.0000	502.5291	12.2780
1183908.LOFI	GS	140.0	140.19	0	0.574635	0.006358	8.0000	894.5232	12.3954
1198571.LOFI	GS	120.0	119.85	0	0.675887	0.002551	8.0000	756.8142	19.5837
122772.LOFI	GS	140.0	140.2	0	0.280243	0.004948	8.0000	674.4402	16.0953
1234668.LOFI	GS	175.0	175.03	0	0.675056	0.016448	8.0000	356.3729	11.9377
1234669.LOFI	GS	175.0	175.62	0	0.708435	0.009640	8.0000	1863.2300	23.8506
1234745.LOFI	GS	140.0	139.67	0	0.534229	0.020071	8.0000	473.6625	13.6595
1234750.LOFI	GS	140.0	139.46	0	0.278229	0.028733	8.0000	389.6027	12.4096
1240669.LOFI	GS	171.0	170.43	0	0.360673	0.037033	8.0000	1139.7542	14.5854
1240672.LOFI	GS	174.0	174.54	0	0.503881	0.005505	8.0000	798.4322	16.4304
1317507.LOFI	GS	174.0	174.37	0	0.502716	0.042701	8.0000	988.8870	11.4509
1327052.LOFI	GS	175.0	141.47	-1	0.036617	0.007308	8.0000	1807.1823	18.0084
1329955.LOFI	GS	126.0	174.21	-1	0.215671	0.002891	8.0000	994.3609	17.9550
1380256.LOFI	GS	126.0	104.73	-1	0.579046	0.002727	8.0000	1053.8026	25.5718
1418652.LOFI	GS	140.0	186.5	-1	0.571750	0.030103	8.0000	1338.1570	17.5439
1424458.LOFI	GS	126.0	167.96	-1	0.891643	0.001969	8.0000	493.6807	13.7504
1461087.LOFI	GS	175.0	178.85	0	0.638503	0.018956	8.0000	469.7742	13.6476
1469706.LOFI	GS	130.0	129.95	0	0.527241	0.018287	8.0000	725.5784	14.7515
1479462.LOFI	GS	90.0	193.96	-1	0.554702	0.011780	8.0000	694.2973	16.0365
1514866.LOFI	GS	140.0	140.15	0	0.657384	0.009740	8.0000	1151.9672	19.6931
1548088.LOFI	GS	137.0	136.99	0	0.408544	0.011102	8.0000	552.7289	12.7582
1556416.LOFI	GS	140.0	140.01	0	0.285093	0.028775	8.0000	372.7035	12.7302
1560139.LOFI	GS	140.0	140.07	0	0.298212	0.066378	8.0000	235.5654	10.0283
1560729.LOFI	GS	123.0	123.0	0	0.481051	0.016115	8.0000	460.6169	13.9842
1562235.LOFI	GS	124.0	122.99	0	0.745490	0.015130	8.0000	1078.6503	17.4944
1569136.LOFI	GS	170.5	169.1	0	0.300742	0.054239	8.0000	93.6080	9.9885
1623443.LOFI	GS	140.0	140.15	0	0.584109	0.007833	8.0000	1849.1509	22.8891
1626348.LOFI	GS	140.0	139.99	0	0.336485	0.052245	8.0000	141.9830	12.1638
1676961.LOFI	GS	170.0	169.1	0	0.393722	0.056037	8.0000	442.0959	11.4599
1698047.LOFI	GS	174.0	174.52	0	0.664845	0.008947	8.0000	1208.6100	18.4364
172384.LOFI	GS	84.0	167.99	1	0.255574	0.013342	8.0000	350.8584	14.7054
1728723.LOFI	GS	140.0	140.0	0	0.347293	0.045285	8.0000	245.3519	12.1948
1735621.LOFI	GS	95.25	126.95	-1	0.535558	0.014512	8.0000	444.2979	12.3139
1743969.LOFI	GS	130.0	157.02	-1	0.367961	0.000912	8.0000	369.6358	13.3624
1747518.LOFI	GS	140.0	140.22	0	0.773840	0.000675	8.0000	650.9189	17.2668
1753073.LOFI	GS	140.0	139.46	0	0.431058	0.082791	8.0000	857.2018	15.4828
1765409.LOFI	GS	72.0	144.64	1	0.076069	0.000417	8.0000	571.2449	20.1356
1791554.LOFI	GS	126.0	62.95	2	0.643858	0.004330	8.0000	485.2329	14.4490
1816200.LOFI	GS	123.0	123.01	0	0.153884	0.002129	8.0000	254.0078	11.1889
1817444.LOFI	GS	172.0	173.65	0	0.662369	0.022593	8.0000	247.8221	12.2396
1825982.LOFI	GS	123.0	123.07	0	0.460807	0.009209	8.0000	685.2679	20.1244
1839656.LOFI	GS	140.0	140.15	0	0.631701	0.002485	8.0000	1040.6682	29.9764
1842615.LOFI	GS	148.0	147.64	0	0.449112	0.044756	8.0000	1264.3273	14.5249
1851619.LOFI	GS	99.0	99.02	0	0.241648	0.034694	8.0000	624.2309	16.4312
1855660.LOFI	GS	174.0	174.08	0	0.059942	0.001545	8.0000	1431.9668	17.8812
1874244.LOFI	GS	70.0	186.56	-1	0.772430	0.002042	8.0000	1081.6750	24.3652
1885798.LOFI	GS	101.0	134.65	-1	0.384852	0.007800	8.0000	423.4585	16.0982
1889739.LOFI	GS	127.5	127.64	0	0.573569	0.052199	8.0000	779.2516	16.9160
1889844.LOFI	GS	140.0	140.08	0	0.694645	0.003465	8.0000	1410.2893	19.8525
1896782.LOFI	GS	140.0	175.0	-1	0.552660	0.027961	8.0000	894.2194	18.1624
1905591.LOFI	GS	180.0	120.02	-1	0.400902	0.042606	8.0000	142.0569	10.3894
1905592.LOFI	GS	118.0	175.15	-1	0.113428	0.053036	8.0000	412.6813	17.3414
1918704.LOFI	GS	140.0	140.12	0	0.594514	0.020153	8.0000	476.1730	20.0966
1921248.LOFI	GS	150.0	147.59	0	0.462658	0.029784	8.0000	352.3610	13.3033
1929611.LOFI	GS	173.0	173.33	0	0.261525	0.067535	8.0000	356.3049	15.9555
1943706.LOFI	GS	132.0	132.8	0	0.470177	0.004853	8.0000	818.7612	20.8226
1950701.LOFI	GS	174.0	174.05	0	0.874628	0.004530	8.0000	1048.8700	21.8282
1955621.LOFI	GS	140.0	140.22	0	0.612955	0.010542	8.0000	607.3290	18.4756
1960598.LOFI	GS	139.0	139.96	0	0.170103	0.047012	8.0000	495.8228	15.8331
1968659.LOFI	GS	136.0	135.99	0	0.297105	0.004849	8.0000	929.7094	21.7232
1973680.LOFI	GS	80.0	157.99	1	0.306836	0.004127	8.0000	606.4052	16.6876
1974485.LOFI	GS	170.0	167.17	0	0.460463	0.072738	8.0000	499.7101	15.7713
1982430.LOFI	GS	126.0	126.01	0	0.541496	0.008313	8.0000	1858.1426	21.3037
1982431.LOFI	GS	126.0	126.08	0	0.694890	0.003614	8.0000	1088.0975	23.6633
2013128.LOFI	GS	126.0	126.1	0	0.524708	0.011371	8.0000	1326.7721	19.0514
2022116.LOFI	GS	148.0	147.64	0	0.720186	0.012858	8.0000	476.2075	14.3766
2039114.LOFI	GS	120.0	157.19	-1	0.714550	0.002825	8.0000	535.3107	15.0542
2048806.LOFI	GS	140.0	140.02	0	0.216995	0.045297	8.0000	577.2518	11.7712
2061919.LOFI	GS	140.0	140.08	0	0.695071	0.017921	8.0000	477.6511	12.6839
2071203.LOFI	GS	134.0	66.57	2	0.539696	0.003250	8.0000	315.5262	12.8708
2083393.LOFI	GS	115.0	117.96	0	0.693225	0.007150	8.0000	672.0114	15.4926
2083969.LOFI	GS	70.0	137.97	1	0.045408	0.001401	8.0000	1091.3235	20.0411
2088277.LOFI	GS	140.0	139.95	0	0.689428	0.017883	8.0000	529.3520	15.0257
2088281.LOFI	GS	140.0	139.7	0	0.533076	0.012684	8.0000	618.4076	22.1939
210560.LOFI	GS	79.0	105.31	-1	0.263116	0.000795	8.0000	564.6111	18.1113
220883.LOFI	GS	140.0	139.74	0	0.355367	0.069603	8.0000	254.3136	11.0423
2422602.LOFI	GS	128.0	101.6	-1	0.780823	0.011487	8.0000	824.5291	12.6987
2432724.LOFI	GS	126.0	157.97	-1	0.007428	0.020355	8.0000	546.5966	16.0456
2442269.LOFI	GS	140.0	140.27	0	0.418655	0.035007	8.0000	480.2418	12.7883
2673896.LOFI	GS	129.5	129.03	0	0.676893	0.011697	8.0000	430.3594	16.9557
2676246.LOFI	GS	140.0	140.08	0	0.372764	0.057698	8.0000	190.2694	11.0630
2676506.LOFI	GS	126.0	62.94	2	0.000011	0.013968	8.0000	2108.1672	37.8122
2677224.LOFI	GS	126.0	125.99	0	0.824283	0.006190	8.0000	441.5508	14.1611
2702022.LOFI	GS	144.0	143.99	0	0.826409	0.007202	8.0000	1073.7006	27.2052
2703359.LOFI	GS	174.0	174.07	0	0.319897	0.007252	8.0000	579.8970	16.3523
2704868.LOFI	GS	64.0	132.18	1	0.193286	0.004103	8.0000	525.3452	19.0682
2706792.LOFI	GS	172.0	172.99	0	0.460687	0.037198	8.0000	281.3133	16.6089
2720752.LOFI	GS	111.0	149.3	-1	0.476369	0.015439	8.0000	456.5299	12.2700
2725284.LOFI	GS	175.0	174.97	0	0.506994	0.019442	8.0000	350.4930	12.3826
2725286.LOFI	GS	175.0	175.0	0	0.462566	0.023141	8.0000	200.2445	11.2411
2725352.LOFI	GS	141.0	140.12	0	0.445361	0.016947	8.0000	754.1423	16.4086
2725358.LOFI	GS	140.0	140.0	0	0.256018	0.004927	8.0000	1095.9153	20.2465
2725361.LOFI	GS	141.0	140.15	0	0.423256	0.025027	8.0000	263.9643	16.7232
2726350.LOFI	GS	128.0	117.6	-1	0.442756	0.010981	8.0000	1065.9741	14.0952
2726353.LOFI	GS	128.0	117.62	-1	0.526518	0.008884	8.0000	1395.4481	28.3985
2726355.LOFI	GS	128.0	117.66	-1	0.705556	0.009373	8.0000	1472.6036	19.1150
2734649.LOFI	GS	174.0	174.09	0	0.462934	0.027498	8.0000	338.5907	13.7545
2734862.LOFI	GS	180.0	135.36	-1	0.477722	0.000186	8.0000	1590.1627	23.7653
2741734.LOFI	GS	180.0	178.41	0	0.438646	0.057482	8.0000	574.1128	15.0058
2745205.LOFI	GS	127.0	116.66	-1	0.547856	0.008735	8.0000	738.5519	12.2005
2751688.LOFI	GS	120.0	120.01	0	0.463626	0.004226	8.0000	319.6260	15.2890
2757093.LOFI	GS	80.0	159.97	1	0.464142	0.004437	8.0000	998.6321	23.8822
2759853.LOFI	GS	128.0	129.75	0	0.546464	0.026063	8.0000	292.4774	15.1747
278893.LOFI	GS	145.0	147.32	0	0.487888	0.021220	8.0000	774.9044	17.1235
28952.LOFI	GS	137.6	68.81	2	0.307593	0.000072	8.0000	265.0971	23.2359
2992360.LOFI	GS	123.0	122.82	0	0.629242	0.029420	8.0000	673.1133	14.7897
3013673.LOFI	GS	157.0	157.18	0	0.291469	0.007501	8.0000	900.4464	22.1760
3013772.LOFI	GS	165.0	124.28	-1	0.671622	0.021978	8.0000	1574.8718	25.5542
3016341.LOFI	GS	128.0	127.73	0	0.479084	0.043158	8.0000	232.7386	13.0795
3023605.LOFI	GS	145.0	133.25	-1	0.577435	0.000312	8.0000	1191.0649	34.6321
3040535.LOFI	GS	140.0	140.18	0	0.536140	0.029035	8.0000	403.1592	15.8835
3041381.LOFI	GS	119.0	67.27	-1	0.455078	0.001781	8.0000	1398.3140	36.9895
3041383.LOFI	GS	176.0	185.86	-1	0.000965	0.001145	8.0000	1910.4871	68.5665
3058700.LOFI	GS	70.0	140.18	1	0.617440	0.012079	8.0000	660.2977	19.8956
3059880.LOFI	GS	128.0	126.0	0	0.273840	0.012946	8.0000	678.4297	20.5628
3062661.LOFI	GS	85.0	169.1	1	0.690077	0.028505	8.0000	259.9162	12.1916
3069960.LOFI	GS	140.0	178.3	-1	0.280892	0.043434	8.0000	377.3952	18.2164
3079792.LOFI	GS	75.0	149.8	1	0.168092	0.045959	8.0000	254.4414	15.2322
3088145.LOFI	GS	63.0	127.01	1	0.304327	0.000192	8.0000	1417.4272	35.0940
3089629.LOFI	GS	86.5	173.58	1	0.441912	0.033009	8.0000	398.8681	15.8541
3091433.LOFI	GS	140.0	140.12	0	0.594174	0.029700	8.0000	433.0606	17.5604
3091814.LOFI	GS	120.0	124.97	-1	0.677699	0.007586	8.0000	1567.0575	22.9074
3097674.LOFI	GS	140.0	139.98	0	0.225168	0.017643	8.0000	1450.8599	18.8751
3101046.LOFI	GS	174.0	173.73	0	0.556463	0.015970	8.0000	1141.6226	15.4237
310291.LOFI	GS	140.0	141.27	0	0.186256	0.007990	8.0000	988.0336	21.2181
3109241.LOFI	GS	140.0	139.45	0	0.362271	0.027702	8.0000	443.5950	16.5629
3116297.LOFI	GS	140.0	140.25	0	0.457995	0.053226	8.0000	181.1712	13.4017
3124242.LOFI	GS	130.0	86.6	-1	0.606257	0.019998	8.0000	404.9150	11.4757
3125254.LOFI	GS	140.0	139.52	0	0.226203	0.079723	8.0000	634.8832	15.1162
3128068.LOFI	GS	128.0	127.64	0	0.671382	0.019982	8.0000	1428.0408	24.4331
3128701.LOFI	GS	140.0	140.03	0	0.485557	0.020611	8.0000	204.2534	12.2809
3130573.LOFI	GS	175.0	175.06	0	0.505325	0.008753	8.0000	839.2888	23.8717
3134837.LOFI	GS	138.0	139.74	0	0.354341	0.080112	8.0000	174.6752	10.6415
3151015.LOFI	GS	174.0	175.2	0	0.410252	0.045304	8.0000	412.4104	12.4067
3158774.LOFI	GS	166.0	99.31	-1	0.675173	0.001733	8.0000	1387.7056	30.9696
3165747.LOFI	GS	140.0	140.19	0	0.361365	0.094299	8.0000	146.8646	10.3212
3167057.LOFI	GS	85.0	175.33	1	0.628928	0.030525	8.0000	403.0766	11.7214
3169408.LOFI	GS	113.0	166.17	-1	0.327036	0.024069	8.0000	745.1542	17.7605
3173482.LOFI	GS	165.0	165.0	0	0.253823	0.052758	8.0000	734.4550	13.8086
3173803.LOFI	GS	186.0	185.87	0	0.612648	0.024753	8.0000	824.6313	17.1481
3181214.LOFI	GS	140.0	139.62	0	0.395461	0.035582	8.0000	518.4143	14.1558
3188462.LOFI	GS	115.0	115.1	0	0.333521	0.009575	8.0000	629.5883	16.1639
3189712.LOFI	GS	170.0	113.32	-1	0.417045	0.058728	8.0000	454.9641	10.8967
3190021.LOFI	GS	180.0	120.0	-1	0.097989	0.002213	8.0000	983.7878	32.3660
3190084.LOFI	GS	174.0	174.06	0	0.245420	0.012409	8.0000	761.6845	17.7157
3194652.LOFI	GS	177.7	175.04	0	0.465224	0.043885	8.0000	699.1843	21.2645
3202338.LOFI	GS	80.0	80.16	0	0.686247	0.001699	8.0000	417.5575	15.9901
3208076.LOFI	GS	107.0	127.21	-1	0.818427	0.006737	8.0000	872.1700	16.6817
3209004.LOFI	GS	129.0	119.73	-1	0.620082	0.025639	8.0000	266.7511	12.7861
3209061.LOFI	GS	174.0	174.05	0	0.655848	0.019337	8.0000	1318.5884	19.2844
3211234.LOFI	GS	140.0	140.15	0	0.439990	0.004757	8.0000	866.5721	17.2481
3213176.LOFI	GS	174.0	174.02	0	0.485489	0.034805	8.0000	605.9548	12.3574
3218565.LOFI	GS	200.0	127.44	-1	0.187029	0.049534	8.0000	93.5444	8.5185
3218804.LOFI	GS	174.0	140.17	-1	0.684090	0.031031	8.0000	323.1021	11.2002
3220340.LOFI	GS	140.0	139.4	0	0.389374	0.035288	8.0000	323.6205	12.2725
3226171.LOFI	GS	160.0	106.68	-1	0.729334	0.016171	8.0000	257.3008	14.1188
3226172.LOFI	GS	69.0	138.0	1	0.189767	0.054723	8.0000	474.5196	12.8515
3226180.LOFI	GS	180.0	139.98	-1	0.086524	0.016213	8.0000	592.0895	16.0517
3230477.LOFI	GS	101.0	104.82	0	0.537102	0.001901	8.0000	622.4509	21.7712
3230949.LOFI	GS	140.0	140.15	0	0.544097	0.002528	8.0000	1096.4194	19.0417
3241615.LOFI	GS	140.0	139.94	0	0.373696	0.009043	8.0000	745.8189	21.8262
3244386.LOFI	GS	140.0	93.53	-1	0.841543	0.000968	8.0000	613.1979	21.4010
3247762.LOFI	GS	170.0	170.72	0	0.473216	0.045214	8.0000	1248.0098	15.3213
3261686.LOFI	GS	128.0	127.95	0	0.376245	0.028050	8.0000	1072.3838	20.4745
3261883.LOFI	GS	140.0	186.71	-1	0.253999	0.092526	8.0000	731.6911	13.4717
3264338.LOFI	GS	138.0	139.2	0	0.413348	0.035734	8.0000	487.5307	13.7612
3267829.LOFI	GS	140.0	139.94	0	0.417708	0.023292	8.0000	750.7131	14.7657
3269490.LOFI	GS	140.0	139.98	0	0.683722	0.006310	8.0000	1055.9608	16.9424
3269670.LOFI	GS	140.0	126.03	-1	0.439757	0.047087	8.0000	666.1996	13.2805
3281282.LOFI	GS	160.0	106.65	-1	0.773112	0.009317	8.0000	607.2160	16.3027
3289180.LOFI	GS	80.0	159.99	1	0.726714	0.001080	8.0000	755.9244	15.6107
3291017.LOFI	GS	140.0	140.98	0	0.353170	0.033382	8.0000	135.9974	10.4053
3297802.LOFI	GS	126.0	168.0	-1	0.292092	0.016569	8.0000	1172.4675	38.9833
3298908.LOFI	GS	63.5	63.53	0	0.912574	0.001772	8.0000	893.4273	11.5236
3303241.LOFI	GS	132.0	176.03	-1	0.538580	0.037483	8.0000	529.3582	14.0538
3304445.LOFI	GS	140.0	140.04	0	0.530002	0.014421	8.0000	408.0889	15.4338
3312045.LOFI	GS	170.0	169.54	0	0.484877	0.010707	8.0000	477.2999	19.1262
3313129.LOFI	GS	170.0	169.63	0	0.879042	0.001111	8.0000	1139.1191	19.0792
3317417.LOFI	GS	96.0	127.81	-1	0.497581	0.031091	8.0000	648.5638	15.0825
3333492.LOFI	GS	120.0	120.12	0	0.546581	0.010026	8.0000	1100.8701	16.0990
333579.LOFI	GS	140.0	140.21	0	0.461522	0.069987	8.0000	195.4816	11.5992
3336126.LOFI	GS	128.0	126.0	0	0.155831	0.018144	8.0000	912.1485	14.7753
3336604.LOFI	GS	170.0	170.05	0	0.302545	0.091625	8.0000	286.7625	14.4430
3343760.LOFI	GS	175.0	174.94	0	0.332777	0.036771	8.0000	384.7623	10.9174
3344148.LOFI	GS	110.0	143.18	-1	0.002067	0.024607	8.0000	2806.6494	36.5200
3349486.LOFI	GS	140.0	140.15	0	0.672378	0.000184	8.0000	1322.7476	36.5139
3368053.LOFI	GS	128.0	117.61	-1	0.788613	0.000974	8.0000	1733.0990	21.5158
3368054.LOFI	GS	127.0	116.67	-1	0.847006	0.001104	8.0000	1341.8549	19.5692
3368055.LOFI	GS	127.0	116.66	-1	0.865670	0.001338	8.0000	1424.1741	15.6811
3370500.LOFI	GS	85.0	127.32	-1	0.579023	0.015133	8.0000	562.0845	14.2044
3372883.LOFI	GS	128.0	131.02	0	0.508145	0.012375	8.0000	211.2468	15.0444
3377892.LOFI	GS	174.0	174.0	0	0.485744	0.022904	8.0000	1633.8907	15.6941
3383105.LOFI	GS	85.0	160.02	-1	0.663087	0.001495	8.0000	323.2517	20.3793
3387888.LOFI	GS	174.0	174.03	0	0.526890	0.008634	8.0000	804.7245	20.9257
3391054.LOFI	GS	199.0	139.95	-1	0.198197	0.040278	8.0000	441.7944	15.9531
3398611.LOFI	GS	123.0	123.05	0	0.494006	0.003550	8.0000	1010.8383	21.2685
3403794.LOFI	GS	190.0	189.82	0	0.241197	0.054799	8.0000	286.1674	14.2672
3405537.LOFI	GS	126.0	126.02	0	0.648605	0.027272	8.0000	554.1306	11.7805
3409480.LOFI	GS	124.0	122.04	0	0.652481	0.000139	8.0000	875.1470	27.0889
3412362.LOFI	GS	130.0	119.45	-1	0.644510	0.019098	8.0000	152.7016	9.2015
3414605.LOFI	GS	125.0	124.61	0	0.000117	0.001456	8.0000	888.2909	20.6130
3414746.LOFI	GS	85.5	171.03	1	0.667012	0.091187	8.0000	295.9153	12.2948
3419452.LOFI	GS	140.0	139.89	0	0.362253	0.040343	8.0000	1306.3413	16.0319
3428474.LOFI	GS	120.0	120.91	0	0.451183	0.038633	8.0000	485.8597	15.3381
3433621.LOFI	GS	85.0	169.1	1	0.150698	0.017642	8.0000	1216.0142	22.8121
3435022.LOFI	GS	128.0	170.68	-1	0.385326	0.005974	8.0000	773.2236	15.5288
3439626.LOFI	GS	174.0	174.0	0	0.572333	0.021061	8.0000	262.6214	15.3119
3443201.LOFI	GS	136.0	136.02	0	0.405381	0.046376	8.0000	253.2926	10.7678
344470.LOFI	GS	120.0	119.98	0	0.644358	0.006342	8.0000	477.3996	15.8839
3453642.LOFI	GS	175.0	173.96	0	0.513473	0.019983	8.0000	810.7296	19.8001
3460093.LOFI	GS	170.0	169.56	0	0.439798	0.051397	8.0000	382.4344	14.1473
